[ 2023-01-02 18:51:25,593 ] 10 root - INFO - Reading Data from Database: aps and collection: sensor
[ 2023-01-02 18:51:49,254 ] 83 root - INFO - base column name: az_006
[ 2023-01-02 18:51:49,263 ] 83 root - INFO - base column name: az_007
[ 2023-01-02 18:51:49,301 ] 83 root - INFO - base column name: az_008
[ 2023-01-02 18:51:49,339 ] 83 root - INFO - base column name: az_009
[ 2023-01-02 18:51:49,378 ] 83 root - INFO - base column name: ba_000
[ 2023-01-02 18:51:49,420 ] 83 root - INFO - base column name: ba_001
[ 2023-01-02 18:51:49,463 ] 83 root - INFO - base column name: ba_002
[ 2023-01-02 18:51:49,507 ] 83 root - INFO - base column name: ba_003
[ 2023-01-02 18:51:49,550 ] 83 root - INFO - base column name: ba_004
[ 2023-01-02 18:51:49,597 ] 83 root - INFO - base column name: ba_005
[ 2023-01-02 18:51:49,641 ] 83 root - INFO - base column name: ba_006
[ 2023-01-02 18:51:49,684 ] 83 root - INFO - base column name: ba_007
[ 2023-01-02 18:51:49,727 ] 83 root - INFO - base column name: ba_008
[ 2023-01-02 18:51:49,768 ] 83 root - INFO - base column name: ba_009
[ 2023-01-02 18:51:49,807 ] 83 root - INFO - base column name: bb_000
[ 2023-01-02 18:51:49,850 ] 83 root - INFO - base column name: bc_000
[ 2023-01-02 18:51:49,858 ] 83 root - INFO - base column name: bd_000
[ 2023-01-02 18:51:49,898 ] 83 root - INFO - base column name: be_000
[ 2023-01-02 18:51:49,940 ] 83 root - INFO - base column name: bf_000
[ 2023-01-02 18:51:49,982 ] 83 root - INFO - base column name: bg_000
[ 2023-01-02 18:51:50,026 ] 83 root - INFO - base column name: bh_000
[ 2023-01-02 18:51:50,036 ] 83 root - INFO - base column name: bi_000
[ 2023-01-02 18:51:50,080 ] 83 root - INFO - base column name: bj_000
[ 2023-01-02 18:51:50,091 ] 83 root - INFO - base column name: bs_000
[ 2023-01-02 18:51:50,102 ] 83 root - INFO - base column name: bt_000
[ 2023-01-02 18:51:50,145 ] 83 root - INFO - base column name: bu_000
[ 2023-01-02 18:51:50,155 ] 83 root - INFO - base column name: bv_000
[ 2023-01-02 18:51:50,166 ] 83 root - INFO - base column name: bx_000
[ 2023-01-02 18:51:50,211 ] 83 root - INFO - base column name: by_000
[ 2023-01-02 18:51:50,255 ] 83 root - INFO - base column name: bz_000
[ 2023-01-02 18:51:50,299 ] 83 root - INFO - base column name: ca_000
[ 2023-01-02 18:51:50,310 ] 83 root - INFO - base column name: cb_000
[ 2023-01-02 18:51:50,321 ] 83 root - INFO - base column name: cc_000
[ 2023-01-02 18:51:50,364 ] 83 root - INFO - base column name: cd_000
[ 2023-01-02 18:51:50,401 ] 83 root - INFO - base column name: ce_000
[ 2023-01-02 18:51:50,411 ] 83 root - INFO - base column name: cf_000
[ 2023-01-02 18:51:50,420 ] 83 root - INFO - base column name: cg_000
[ 2023-01-02 18:51:50,460 ] 83 root - INFO - base column name: ch_000
[ 2023-01-02 18:51:50,497 ] 83 root - INFO - base column name: ci_000
[ 2023-01-02 18:51:50,540 ] 83 root - INFO - base column name: cj_000
[ 2023-01-02 18:51:50,578 ] 83 root - INFO - base column name: ck_000
[ 2023-01-02 18:51:50,621 ] 83 root - INFO - base column name: cl_000
[ 2023-01-02 18:51:50,660 ] 83 root - INFO - base column name: cm_000
[ 2023-01-02 18:51:50,699 ] 83 root - INFO - base column name: cn_000
[ 2023-01-02 18:51:50,737 ] 83 root - INFO - base column name: cn_001
[ 2023-01-02 18:51:50,775 ] 83 root - INFO - base column name: cn_002
[ 2023-01-02 18:51:50,816 ] 83 root - INFO - base column name: cn_003
[ 2023-01-02 18:51:50,827 ] 83 root - INFO - base column name: cn_004
[ 2023-01-02 18:51:50,943 ] 83 root - INFO - base column name: cn_005
[ 2023-01-02 18:51:50,987 ] 83 root - INFO - base column name: cn_006
[ 2023-01-02 18:51:51,029 ] 83 root - INFO - base column name: cn_007
[ 2023-01-02 18:51:51,071 ] 83 root - INFO - base column name: cn_008
[ 2023-01-02 18:51:51,112 ] 83 root - INFO - base column name: cn_009
[ 2023-01-02 18:51:51,152 ] 83 root - INFO - base column name: co_000
[ 2023-01-02 18:51:51,192 ] 83 root - INFO - base column name: cp_000
[ 2023-01-02 18:51:51,200 ] 83 root - INFO - base column name: cq_000
[ 2023-01-02 18:51:51,210 ] 83 root - INFO - base column name: cs_000
[ 2023-01-02 18:51:51,252 ] 83 root - INFO - base column name: cs_001
[ 2023-01-02 18:51:51,293 ] 83 root - INFO - base column name: cs_002
[ 2023-01-02 18:51:51,337 ] 83 root - INFO - base column name: cs_003
[ 2023-01-02 18:51:51,382 ] 83 root - INFO - base column name: cs_004
[ 2023-01-02 18:51:51,426 ] 83 root - INFO - base column name: cs_005
[ 2023-01-02 18:51:51,470 ] 83 root - INFO - base column name: cs_006
[ 2023-01-02 18:51:51,481 ] 83 root - INFO - base column name: cs_007
[ 2023-01-02 18:51:51,524 ] 83 root - INFO - base column name: cs_008
[ 2023-01-02 18:51:51,566 ] 83 root - INFO - base column name: cs_009
[ 2023-01-02 18:51:51,602 ] 83 root - INFO - base column name: ct_000
[ 2023-01-02 18:51:51,610 ] 83 root - INFO - base column name: cu_000
[ 2023-01-02 18:51:51,650 ] 83 root - INFO - base column name: cv_000
[ 2023-01-02 18:51:51,692 ] 83 root - INFO - base column name: cx_000
[ 2023-01-02 18:51:51,734 ] 83 root - INFO - base column name: cy_000
[ 2023-01-02 18:51:51,772 ] 83 root - INFO - base column name: cz_000
[ 2023-01-02 18:51:51,780 ] 83 root - INFO - base column name: da_000
[ 2023-01-02 18:51:51,817 ] 83 root - INFO - base column name: db_000
[ 2023-01-02 18:51:51,856 ] 83 root - INFO - base column name: dc_000
[ 2023-01-02 18:51:51,898 ] 83 root - INFO - base column name: dd_000
[ 2023-01-02 18:51:51,941 ] 83 root - INFO - base column name: de_000
[ 2023-01-02 18:51:51,949 ] 83 root - INFO - base column name: df_000
[ 2023-01-02 18:51:51,988 ] 83 root - INFO - base column name: dg_000
[ 2023-01-02 18:51:52,025 ] 83 root - INFO - base column name: dh_000
[ 2023-01-02 18:51:52,063 ] 83 root - INFO - base column name: di_000
[ 2023-01-02 18:51:52,102 ] 83 root - INFO - base column name: dj_000
[ 2023-01-02 18:51:52,140 ] 83 root - INFO - base column name: dk_000
[ 2023-01-02 18:51:52,177 ] 83 root - INFO - base column name: dl_000
[ 2023-01-02 18:51:52,213 ] 83 root - INFO - base column name: dm_000
[ 2023-01-02 18:51:52,249 ] 83 root - INFO - base column name: dn_000
[ 2023-01-02 18:51:52,259 ] 83 root - INFO - base column name: do_000
[ 2023-01-02 18:51:52,302 ] 83 root - INFO - base column name: dp_000
[ 2023-01-02 18:51:52,348 ] 83 root - INFO - base column name: dq_000
[ 2023-01-02 18:51:52,391 ] 83 root - INFO - base column name: dr_000
[ 2023-01-02 18:51:52,431 ] 83 root - INFO - base column name: ds_000
[ 2023-01-02 18:51:52,473 ] 83 root - INFO - base column name: dt_000
[ 2023-01-02 18:51:52,516 ] 83 root - INFO - base column name: du_000
[ 2023-01-02 18:51:52,559 ] 83 root - INFO - base column name: dv_000
[ 2023-01-02 18:51:52,601 ] 83 root - INFO - base column name: dx_000
[ 2023-01-02 18:51:52,641 ] 83 root - INFO - base column name: dy_000
[ 2023-01-02 18:51:52,681 ] 83 root - INFO - base column name: dz_000
[ 2023-01-02 18:51:52,717 ] 83 root - INFO - base column name: ea_000
[ 2023-01-02 18:51:52,754 ] 83 root - INFO - base column name: eb_000
[ 2023-01-02 18:51:52,795 ] 83 root - INFO - base column name: ec_00
[ 2023-01-02 18:51:52,837 ] 83 root - INFO - base column name: ed_000
[ 2023-01-02 18:51:52,878 ] 83 root - INFO - base column name: ee_000
[ 2023-01-02 18:51:52,923 ] 83 root - INFO - base column name: ee_001
[ 2023-01-02 18:51:52,967 ] 83 root - INFO - base column name: ee_002
[ 2023-01-02 18:51:53,012 ] 83 root - INFO - base column name: ee_003
[ 2023-01-02 18:51:53,023 ] 83 root - INFO - base column name: ee_004
[ 2023-01-02 18:51:53,068 ] 83 root - INFO - base column name: ee_005
[ 2023-01-02 18:51:53,078 ] 83 root - INFO - base column name: ee_006
[ 2023-01-02 18:51:53,121 ] 83 root - INFO - base column name: ee_007
[ 2023-01-02 18:51:53,165 ] 83 root - INFO - base column name: ee_008
[ 2023-01-02 18:51:53,174 ] 83 root - INFO - base column name: ee_009
[ 2023-01-02 18:51:53,214 ] 83 root - INFO - base column name: ef_000
[ 2023-01-02 18:51:53,250 ] 83 root - INFO - base column name: eg_000
[ 2023-01-02 18:51:53,288 ] 144 root - INFO - As all column are available in test df hence detecting data drift
[ 2023-01-02 18:51:53,288 ] 83 root - INFO - base column name: class
[ 2023-01-02 18:51:53,355 ] 83 root - INFO - base column name: aa_000
[ 2023-01-02 18:51:53,361 ] 83 root - INFO - base column name: ac_000
[ 2023-01-02 18:51:53,367 ] 83 root - INFO - base column name: ad_000
[ 2023-01-02 18:51:53,375 ] 83 root - INFO - base column name: ae_000
[ 2023-01-02 18:51:53,391 ] 83 root - INFO - base column name: af_000
[ 2023-01-02 18:51:53,407 ] 83 root - INFO - base column name: ag_000
[ 2023-01-02 18:51:53,423 ] 83 root - INFO - base column name: ag_001
[ 2023-01-02 18:51:53,439 ] 83 root - INFO - base column name: ag_002
[ 2023-01-02 18:51:53,455 ] 83 root - INFO - base column name: ag_003
[ 2023-01-02 18:51:53,472 ] 83 root - INFO - base column name: ag_004
[ 2023-01-02 18:51:53,479 ] 83 root - INFO - base column name: ag_005
[ 2023-01-02 18:51:53,486 ] 83 root - INFO - base column name: ag_006
[ 2023-01-02 18:51:53,493 ] 83 root - INFO - base column name: ag_007
[ 2023-01-02 18:51:53,499 ] 83 root - INFO - base column name: ag_008
[ 2023-01-02 18:51:53,505 ] 83 root - INFO - base column name: ag_009
[ 2023-01-02 18:51:53,510 ] 83 root - INFO - base column name: ah_000
[ 2023-01-02 18:51:53,517 ] 83 root - INFO - base column name: ai_000
[ 2023-01-02 18:51:53,521 ] 83 root - INFO - base column name: aj_000
[ 2023-01-02 18:51:53,525 ] 83 root - INFO - base column name: ak_000
[ 2023-01-02 18:51:53,529 ] 83 root - INFO - base column name: al_000
[ 2023-01-02 18:51:53,534 ] 83 root - INFO - base column name: am_0
[ 2023-01-02 18:51:53,539 ] 83 root - INFO - base column name: an_000
[ 2023-01-02 18:51:53,546 ] 83 root - INFO - base column name: ao_000
[ 2023-01-02 18:51:53,553 ] 83 root - INFO - base column name: ap_000
[ 2023-01-02 18:51:53,560 ] 83 root - INFO - base column name: aq_000
[ 2023-01-02 18:51:53,567 ] 83 root - INFO - base column name: ar_000
[ 2023-01-02 18:51:53,583 ] 83 root - INFO - base column name: as_000
[ 2023-01-02 18:51:53,598 ] 83 root - INFO - base column name: at_000
[ 2023-01-02 18:51:53,614 ] 83 root - INFO - base column name: au_000
[ 2023-01-02 18:51:53,629 ] 83 root - INFO - base column name: av_000
[ 2023-01-02 18:51:53,635 ] 83 root - INFO - base column name: ax_000
[ 2023-01-02 18:51:53,640 ] 83 root - INFO - base column name: ay_000
[ 2023-01-02 18:51:53,656 ] 83 root - INFO - base column name: ay_001
[ 2023-01-02 18:51:53,671 ] 83 root - INFO - base column name: ay_002
[ 2023-01-02 18:51:53,686 ] 83 root - INFO - base column name: ay_003
[ 2023-01-02 18:51:53,702 ] 83 root - INFO - base column name: ay_004
[ 2023-01-02 18:51:53,705 ] 83 root - INFO - base column name: ay_005
[ 2023-01-02 18:51:53,710 ] 83 root - INFO - base column name: ay_006
[ 2023-01-02 18:51:53,716 ] 83 root - INFO - base column name: ay_007
[ 2023-01-02 18:51:53,723 ] 83 root - INFO - base column name: ay_008
[ 2023-01-02 18:51:53,730 ] 83 root - INFO - base column name: ay_009
[ 2023-01-02 18:51:53,745 ] 83 root - INFO - base column name: az_000
[ 2023-01-02 18:51:53,752 ] 83 root - INFO - base column name: az_001
[ 2023-01-02 18:51:53,758 ] 83 root - INFO - base column name: az_002
[ 2023-01-02 18:51:53,764 ] 83 root - INFO - base column name: az_003
[ 2023-01-02 18:51:53,771 ] 83 root - INFO - base column name: az_004
[ 2023-01-02 18:51:53,778 ] 83 root - INFO - base column name: az_005
[ 2023-01-02 18:51:53,785 ] 83 root - INFO - base column name: az_006
[ 2023-01-02 18:51:53,791 ] 83 root - INFO - base column name: az_007
[ 2023-01-02 18:51:53,808 ] 83 root - INFO - base column name: az_008
[ 2023-01-02 18:51:53,811 ] 83 root - INFO - base column name: az_009
[ 2023-01-02 18:51:53,827 ] 83 root - INFO - base column name: ba_000
[ 2023-01-02 18:51:53,834 ] 83 root - INFO - base column name: ba_001
[ 2023-01-02 18:51:53,841 ] 83 root - INFO - base column name: ba_002
[ 2023-01-02 18:51:53,848 ] 83 root - INFO - base column name: ba_003
[ 2023-01-02 18:51:53,854 ] 83 root - INFO - base column name: ba_004
[ 2023-01-02 18:51:53,864 ] 83 root - INFO - base column name: ba_005
[ 2023-01-02 18:51:53,871 ] 83 root - INFO - base column name: ba_006
[ 2023-01-02 18:51:53,878 ] 83 root - INFO - base column name: ba_007
[ 2023-01-02 18:51:53,884 ] 83 root - INFO - base column name: ba_008
[ 2023-01-02 18:51:53,890 ] 83 root - INFO - base column name: ba_009
[ 2023-01-02 18:51:53,895 ] 83 root - INFO - base column name: bb_000
[ 2023-01-02 18:51:53,902 ] 83 root - INFO - base column name: bc_000
[ 2023-01-02 18:51:53,907 ] 83 root - INFO - base column name: bd_000
[ 2023-01-02 18:51:53,913 ] 83 root - INFO - base column name: be_000
[ 2023-01-02 18:51:53,918 ] 83 root - INFO - base column name: bf_000
[ 2023-01-02 18:51:53,923 ] 83 root - INFO - base column name: bg_000
[ 2023-01-02 18:51:53,930 ] 83 root - INFO - base column name: bh_000
[ 2023-01-02 18:51:53,937 ] 83 root - INFO - base column name: bi_000
[ 2023-01-02 18:51:53,944 ] 83 root - INFO - base column name: bj_000
[ 2023-01-02 18:51:53,951 ] 83 root - INFO - base column name: bs_000
[ 2023-01-02 18:51:53,959 ] 83 root - INFO - base column name: bt_000
[ 2023-01-02 18:51:53,966 ] 83 root - INFO - base column name: bu_000
[ 2023-01-02 18:51:53,974 ] 83 root - INFO - base column name: bv_000
[ 2023-01-02 18:51:53,981 ] 83 root - INFO - base column name: bx_000
[ 2023-01-02 18:51:53,988 ] 83 root - INFO - base column name: by_000
[ 2023-01-02 18:51:53,995 ] 83 root - INFO - base column name: bz_000
[ 2023-01-02 18:51:54,002 ] 83 root - INFO - base column name: ca_000
[ 2023-01-02 18:51:54,009 ] 83 root - INFO - base column name: cb_000
[ 2023-01-02 18:51:54,016 ] 83 root - INFO - base column name: cc_000
[ 2023-01-02 18:51:54,023 ] 83 root - INFO - base column name: cd_000
[ 2023-01-02 18:51:54,039 ] 83 root - INFO - base column name: ce_000
[ 2023-01-02 18:51:54,045 ] 83 root - INFO - base column name: cf_000
[ 2023-01-02 18:51:54,049 ] 83 root - INFO - base column name: cg_000
[ 2023-01-02 18:51:54,054 ] 83 root - INFO - base column name: ch_000
[ 2023-01-02 18:51:54,058 ] 83 root - INFO - base column name: ci_000
[ 2023-01-02 18:51:54,065 ] 83 root - INFO - base column name: cj_000
[ 2023-01-02 18:51:54,069 ] 83 root - INFO - base column name: ck_000
[ 2023-01-02 18:51:54,076 ] 83 root - INFO - base column name: cl_000
[ 2023-01-02 18:51:54,081 ] 83 root - INFO - base column name: cm_000
[ 2023-01-02 18:51:54,085 ] 83 root - INFO - base column name: cn_000
[ 2023-01-02 18:51:54,101 ] 83 root - INFO - base column name: cn_001
[ 2023-01-02 18:51:54,117 ] 83 root - INFO - base column name: cn_002
[ 2023-01-02 18:51:54,122 ] 83 root - INFO - base column name: cn_003
[ 2023-01-02 18:51:54,129 ] 83 root - INFO - base column name: cn_004
[ 2023-01-02 18:51:54,136 ] 83 root - INFO - base column name: cn_005
[ 2023-01-02 18:51:54,143 ] 83 root - INFO - base column name: cn_006
[ 2023-01-02 18:51:54,150 ] 83 root - INFO - base column name: cn_007
[ 2023-01-02 18:51:54,157 ] 83 root - INFO - base column name: cn_008
[ 2023-01-02 18:51:54,163 ] 83 root - INFO - base column name: cn_009
[ 2023-01-02 18:51:54,168 ] 83 root - INFO - base column name: co_000
[ 2023-01-02 18:51:54,173 ] 83 root - INFO - base column name: cp_000
[ 2023-01-02 18:51:54,178 ] 83 root - INFO - base column name: cq_000
[ 2023-01-02 18:51:54,185 ] 83 root - INFO - base column name: cs_000
[ 2023-01-02 18:51:54,192 ] 83 root - INFO - base column name: cs_001
[ 2023-01-02 18:51:54,198 ] 83 root - INFO - base column name: cs_002
[ 2023-01-02 18:51:54,205 ] 83 root - INFO - base column name: cs_003
[ 2023-01-02 18:51:54,212 ] 83 root - INFO - base column name: cs_004
[ 2023-01-02 18:51:54,219 ] 83 root - INFO - base column name: cs_005
[ 2023-01-02 18:51:54,226 ] 83 root - INFO - base column name: cs_006
[ 2023-01-02 18:51:54,233 ] 83 root - INFO - base column name: cs_007
[ 2023-01-02 18:51:54,240 ] 83 root - INFO - base column name: cs_008
[ 2023-01-02 18:51:54,245 ] 83 root - INFO - base column name: cs_009
[ 2023-01-02 18:51:54,261 ] 83 root - INFO - base column name: ct_000
[ 2023-01-02 18:51:54,266 ] 83 root - INFO - base column name: cu_000
[ 2023-01-02 18:51:54,272 ] 83 root - INFO - base column name: cv_000
[ 2023-01-02 18:51:54,279 ] 83 root - INFO - base column name: cx_000
[ 2023-01-02 18:51:54,287 ] 83 root - INFO - base column name: cy_000
[ 2023-01-02 18:51:54,292 ] 83 root - INFO - base column name: cz_000
[ 2023-01-02 18:51:54,300 ] 83 root - INFO - base column name: da_000
[ 2023-01-02 18:51:54,305 ] 83 root - INFO - base column name: db_000
[ 2023-01-02 18:51:54,310 ] 83 root - INFO - base column name: dc_000
[ 2023-01-02 18:51:54,317 ] 83 root - INFO - base column name: dd_000
[ 2023-01-02 18:51:54,324 ] 83 root - INFO - base column name: de_000
[ 2023-01-02 18:51:54,332 ] 83 root - INFO - base column name: df_000
[ 2023-01-02 18:51:54,348 ] 83 root - INFO - base column name: dg_000
[ 2023-01-02 18:51:54,364 ] 83 root - INFO - base column name: dh_000
[ 2023-01-02 18:51:54,379 ] 83 root - INFO - base column name: di_000
[ 2023-01-02 18:51:54,396 ] 83 root - INFO - base column name: dj_000
[ 2023-01-02 18:51:54,412 ] 83 root - INFO - base column name: dk_000
[ 2023-01-02 18:51:54,427 ] 83 root - INFO - base column name: dl_000
[ 2023-01-02 18:51:54,443 ] 83 root - INFO - base column name: dm_000
[ 2023-01-02 18:51:54,466 ] 83 root - INFO - base column name: dn_000
[ 2023-01-02 18:51:54,473 ] 83 root - INFO - base column name: do_000
[ 2023-01-02 18:51:54,479 ] 83 root - INFO - base column name: dp_000
[ 2023-01-02 18:51:54,486 ] 83 root - INFO - base column name: dq_000
[ 2023-01-02 18:51:54,490 ] 83 root - INFO - base column name: dr_000
[ 2023-01-02 18:51:54,494 ] 83 root - INFO - base column name: ds_000
[ 2023-01-02 18:51:54,501 ] 83 root - INFO - base column name: dt_000
[ 2023-01-02 18:51:54,507 ] 83 root - INFO - base column name: du_000
[ 2023-01-02 18:51:54,514 ] 83 root - INFO - base column name: dv_000
[ 2023-01-02 18:51:54,521 ] 83 root - INFO - base column name: dx_000
[ 2023-01-02 18:51:54,526 ] 83 root - INFO - base column name: dy_000
[ 2023-01-02 18:51:54,530 ] 83 root - INFO - base column name: dz_000
[ 2023-01-02 18:51:54,545 ] 83 root - INFO - base column name: ea_000
[ 2023-01-02 18:51:54,561 ] 83 root - INFO - base column name: eb_000
[ 2023-01-02 18:51:54,567 ] 83 root - INFO - base column name: ec_00
[ 2023-01-02 18:51:54,573 ] 83 root - INFO - base column name: ed_000
[ 2023-01-02 18:51:54,579 ] 83 root - INFO - base column name: ee_000
[ 2023-01-02 18:51:54,586 ] 83 root - INFO - base column name: ee_001
[ 2023-01-02 18:51:54,593 ] 83 root - INFO - base column name: ee_002
[ 2023-01-02 18:51:54,600 ] 83 root - INFO - base column name: ee_003
[ 2023-01-02 18:51:54,607 ] 83 root - INFO - base column name: ee_004
[ 2023-01-02 18:51:54,614 ] 83 root - INFO - base column name: ee_005
[ 2023-01-02 18:51:54,621 ] 83 root - INFO - base column name: ee_006
[ 2023-01-02 18:51:54,627 ] 83 root - INFO - base column name: ee_007
[ 2023-01-02 18:51:54,634 ] 83 root - INFO - base column name: ee_008
[ 2023-01-02 18:51:54,640 ] 83 root - INFO - base column name: ee_009
[ 2023-01-02 18:51:54,645 ] 83 root - INFO - base column name: ef_000
[ 2023-01-02 18:51:54,660 ] 83 root - INFO - base column name: eg_000
[ 2023-01-02 18:51:54,675 ] 148 root - INFO - Write reprt in yaml file
